9123 224
80 88 77
63 83 61
81 78 63
76 70 65
65 79 71
82 75 65
72 71 78
76 83 80
86 79 62
81 89 66
63 75 70
87 61 68
67 60 71
89 65 64
73 70 89
63 70 75
76 69 78
85 81 71
83 81 65
77 83 63
82 69 72
88 87 64
73 78 63
72 67 90
65 66 83
68 71 65
84 85 87
69 86 79
60 68 80
82 78 87
80 66 78
63 86 79
61 78 78
80 86 75
74 65 61
66 77 73
88 67 70
80 70 63
82 62 68
89 77 62
81 74 77
66 87 73
84 85 75
70 69 60
71 65 76
81 86 87
80 71 60
74 79 66
68 90 75
83 85 89
67 65 62
79 62 81
70 87 85
82 66 70
78 63 85
70 75 65
74 71 81
71 60 83
62 60 62
90 65 75
81 87 75
79 70 71
78 76 62
87 66 87
74 67 82
68 74 75
90 79 76
69 60 90
85 82 74
87 79 60
90 84 72
74 77 75
82 71 64
89 74 75
89 77 89
72 86 80
67 78 89
69 70 85
72 72 86
69 61 68
70 89 73
70 82 83
63 84 65
77 71 73
68 88 60
84 64 78
81 67 62
75 69 80
74 76 71
81 86 84
70 80 66
77 75 72
79 71 70
78 83 65
76 63 64
61 75 66
60 87 77
89 66 63
79 88 80
88 77 70
83 66 84
78 65 72
74 84 69
76 61 62
79 61 89
64 81 70
65 74 89
81 67 70
86 69 76
64 88 69
77 86 72
88 82 63
76 73 80
63 89 79
82 90 61
66 68 62
70 66 83
83 79 62
67 88 71
62 79 89
83 68 70
73 80 87
70 72 73
76 73 61
67 89 71
65 67 76
69 65 84
60 63 69
85 83 87
66 73 85
74 84 66
76 89 84
64 63 78
69 83 74
68 90 61
75 70 76
74 74 72
65 86 66
83 86 79
62 61 77
87 84 88
88 60 68
74 72 85
70 87 63
66 69 73
72 74 60
75 80 73
63 85 79
80 84 79
77 69 82
83 79 86
82 78 78
60 81 61
79 78 88
90 65 84
63 85 83
75 74 76
81 87 76
67 79 76
85 63 72
80 84 61
60 86 76
66 83 63
86 89 90
74 82 71
87 74 67
60 62 79
69 90 65
87 80 72
60 89 75
82 73 76
80 65 61
63 66 86
69 89 71
61 89 89
81 78 88
82 69 70
78 68 67
62 62 87
89 88 90
88 69 72
83 89 88
78 61 73
79 61 85
89 66 89
66 75 80
86 84 83
63 85 81
87 61 87
86 73 85
75 71 71
67 87 63
68 61 72
88 76 65
78 73 83
67 85 67
74 73 66
78 62 77
73 72 63
62 69 63
62 78 88
61 69 78
74 67 62
64 82 70
73 74 68
79 86 84
72 73 89
75 72 87
60 86 83
79 67 74
79 90 60
76 61 62
86 68 85
72 66 89
60 74 74
89 64 78
63 85 68
60 73 90
73 80 90
88 79 81
66 87 68
60 81 86
80 68 69
71 67 79
74 71 65
87 78 76
68 65 78
80 82 62
87 86 69
67 83 77
70 89 68
75 65 77
77 77 60
78 83 85
71 71 85
90 82 65
80 67 74
85 65 79
77 64 90
62 72 76
66 83 89
67 83 90
67 65 82
86 76 87
73 79 66
85 71 72
84 72 76
76 73 66
63 81 86
82 89 80
80 80 63
71 89 77
74 86 77
69 75 73
71 63 67
67 67 74
82 90 67
87 84 63
72 72 79
79 71 75
84 65 73
84 83 72
71 65 86
86 88 88
68 83 69
79 84 65
76 81 73
67 79 80
69 76 85
77 66 73
74 69 64
87 79 86
71 80 75
64 79 84
64 68 84
81 60 64
62 72 69
71 66 83
61 85 68
90 68 71
78 87 65
82 85 79
88 71 69
86 88 64
70 79 68
85 89 65
82 70 84
64 80 81
63 84 61
80 60 61
60 90 89
69 71 75
78 75 79
77 89 89
82 60 68
73 68 85
67 66 66
80 62 64
84 78 76
68 62 70
77 80 80
90 81 86
86 64 65
66 60 62
69 66 63
81 65 90
76 64 74
78 71 65
60 70 73
74 60 71
68 82 65
82 87 90
90 79 88
66 80 63
74 80 87
88 67 69
62 78 73
64 66 89
73 82 85
79 61 63
64 73 61
65 74 69
63 62 80
87 73 64
83 62 66
76 60 84
60 88 80
77 79 79
64 90 74
74 64 74
70 87 64
74 68 78
87 74 83
69 76 68
78 73 79
83 70 88
82 90 84
81 77 64
77 75 63
77 67 86
89 75 60
74 73 89
78 89 83
89 81 88
84 60 85
62 84 90
80 84 62
70 84 85
77 69 62
89 72 87
90 66 79
87 69 75
60 70 79
61 72 70
85 65 76
63 85 90
87 68 81
83 61 85
74 72 73
81 84 60
81 89 61
90 63 61
62 63 72
82 90 68
63 77 88
81 83 80
80 83 60
90 60 86
86 66 67
90 62 74
65 79 78
66 82 81
87 88 90
64 60 88
79 69 69
87 84 71
82 89 75
74 67 60
67 61 73
63 61 74
78 83 72
85 66 61
81 76 67
70 72 60
68 88 78
71 71 76
84 64 81
66 89 64
69 76 60
69 63 76
88 86 79
71 70 63
72 76 80
90 78 79
81 63 90
88 80 87
78 63 89
89 68 83
68 73 84
67 71 66
85 78 82
73 66 67
74 88 61
73 86 75
79 82 76
83 64 81
86 80 74
65 73 72
72 60 86
65 66 89
71 68 85
73 65 85
83 68 78
83 77 88
86 77 75
72 87 66
62 84 73
82 69 62
61 71 70
72 69 63
84 80 83
75 76 70
75 73 85
81 60 69
61 82 86
78 84 83
69 88 86
84 62 74
67 63 84
66 67 69
67 85 62
61 84 67
75 85 86
84 65 74
80 73 62
60 80 64
80 86 61
60 75 81
79 90 82
78 79 81
90 82 74
67 79 72
73 69 76
67 76 73
82 78 90
86 79 66
62 70 66
62 71 72
72 71 89
83 64 72
79 89 90
69 70 78
81 69 78
74 87 73
73 70 89
84 73 68
63 82 83
60 75 81
66 89 60
89 60 78
79 84 69
73 87 76
60 76 88
62 86 73
84 65 61
79 63 72
83 65 65
89 69 87
76 78 83
72 77 68
60 63 64
89 75 85
81 68 62
90 76 76
74 86 63
62 73 75
90 82 63
70 86 66
77 74 83
80 63 90
87 74 61
78 85 65
60 76 64
73 77 61
74 67 85
90 87 67
85 67 88
84 80 70
75 85 88
84 80 90
67 79 84
83 88 73
73 61 63
80 64 64
62 60 63
63 67 85
84 61 75
78 75 87
61 64 85
76 74 64
63 78 71
79 89 80
79 90 62
75 77 85
72 89 62
79 86 61
74 89 86
81 60 72
79 86 86
60 64 75
60 80 62
62 82 61
83 82 87
82 69 77
87 82 90
64 77 61
70 87 64
76 79 90
88 80 78
60 69 87
89 74 81
63 87 90
72 90 61
64 66 74
72 69 83
79 61 73
64 60 78
89 83 83
78 69 62
63 77 70
85 85 67
78 77 66
70 76 71
68 66 71
83 71 74
76 60 81
89 79 84
67 60 66
69 83 62
74 75 90
73 73 64
90 70 68
75 60 68
76 65 72
87 76 87
65 88 79
67 77 61
67 77 68
87 62 78
79 87 78
63 63 79
67 69 85
61 65 71
87 63 87
72 60 69
61 71 81
68 75 60
60 63 69
83 83 66
78 66 86
61 77 79
81 63 70
71 85 88
85 60 68
67 73 80
72 68 68
74 76 81
75 60 79
86 85 85
84 79 68
68 75 69
86 77 74
87 67 83
60 68 75
85 89 79
77 60 69
74 61 67
61 64 83
64 62 63
81 73 67
82 76 89
66 85 82
72 77 69
69 66 67
73 76 64
87 85 82
66 72 90
85 77 74
72 63 67
65 62 61
68 60 74
60 66 67
89 86 80
73 78 89
85 87 72
89 89 74
83 61 66
61 89 66
78 63 90
66 68 82
71 87 88
80 86 72
78 87 76
65 70 72
78 74 83
75 78 82
86 80 74
88 72 82
64 62 66
77 71 60
79 81 86
90 71 67
86 83 74
75 85 86
87 76 70
75 76 80
73 74 73
83 72 85
88 88 78
90 70 73
72 85 79
80 90 65
86 83 74
60 86 73
82 80 72
76 69 80
73 75 84
88 80 71
82 87 67
80 68 67
67 85 70
81 63 60
68 67 77
83 62 89
64 89 83
74 64 71
89 61 75
76 72 65
76 77 87
72 86 74
73 71 70
87 75 88
84 65 85
85 90 84
75 82 73
64 89 61
69 78 62
76 73 81
87 84 87
81 72 78
62 80 67
73 78 61
68 61 82
65 64 82
76 84 62
68 85 65
72 85 65
83 63 71
90 70 67
89 73 85
68 67 63
87 68 64
73 64 60
81 62 88
85 82 89
74 80 68
80 87 88
65 62 64
65 68 86
84 61 78
81 67 88
87 82 70
62 81 70
74 71 69
81 65 79
69 77 70
60 69 65
90 60 87
86 90 61
83 85 82
90 68 88
70 60 72
82 83 89
65 79 83
84 74 65
60 86 81
72 72 76
74 77 83
82 67 68
60 78 80
74 60 83
65 63 84
75 88 87
82 60 64
74 75 75
61 89 75
82 73 70
78 71 65
79 68 72
78 66 76
84 86 76
65 77 68
84 83 60
89 87 85
78 75 72
83 67 81
82 90 75
87 61 70
66 81 71
60 73 66
90 83 69
71 66 65
78 70 89
88 80 67
66 65 62
70 64 84
72 62 61
67 81 70
60 67 73
83 66 90
87 81 83
77 70 70
60 77 79
75 69 84
81 85 61
80 80 67
70 61 72
73 77 60
73 88 73
78 75 64
63 89 72
67 78 61
61 70 67
82 62 84
82 62 63
60 90 67
85 66 80
63 89 74
67 69 75
86 85 79
68 84 67
89 63 77
74 87 62
68 83 61
86 84 71
63 64 87
83 79 62
88 71 89
73 75 77
71 67 75
76 75 86
72 69 82
87 61 61
79 88 67
60 77 76
83 68 87
84 87 74
87 86 77
85 78 87
64 87 84
65 71 90
69 70 74
70 60 62
81 83 70
85 68 70
65 70 72
70 64 86
84 79 89
89 61 72
82 66 77
70 89 60
84 84 85
78 86 83
90 81 69
68 78 69
70 82 67
79 64 90
73 90 79
88 70 65
84 88 82
85 86 74
65 70 63
84 76 69
87 61 66
72 90 82
68 71 72
82 84 84
81 81 69
76 63 81
83 60 76
85 86 79
78 78 73
85 64 79
81 72 68
84 64 81
70 65 81
74 84 71
65 81 77
69 72 77
61 64 73
86 72 60
73 76 61
67 74 86
64 81 61
85 67 84
65 81 86
65 69 76
90 66 71
81 87 90
65 81 66
67 68 68
64 64 84
63 69 76
83 65 70
89 82 86
73 81 76
71 70 63
62 73 76
67 83 74
67 86 67
75 78 88
72 81 84
65 86 88
70 64 68
63 69 73
81 79 76
77 76 71
88 71 61
77 80 74
74 89 70
86 60 70
68 67 64
69 61 85
69 63 85
85 80 85
85 63 82
82 88 75
65 88 62
89 80 83
76 81 90
89 86 69
65 79 89
68 66 60
65 87 65
80 65 88
89 85 74
65 87 73
74 80 66
64 85 89
69 76 75
69 88 87
89 74 75
69 67 89
90 71 88
64 83 60
66 60 86
84 65 72
68 72 87
90 73 70
78 72 73
68 67 73
72 73 63
60 63 66
73 73 87
63 71 87
82 65 75
79 82 84
89 80 72
62 61 76
80 61 68
81 76 64
70 80 68
73 71 74
70 62 79
85 71 88
75 77 84
75 78 87
81 66 66
70 81 83
62 74 68
71 64 85
61 76 63
76 71 64
69 84 63
82 61 80
68 84 71
79 75 83
67 82 60
75 62 86
76 80 73
69 76 75
84 85 89
88 63 67
79 71 74
72 84 82
86 75 73
87 68 88
75 79 80
75 81 86
65 79 88
64 74 86
64 75 82
63 66 67
80 65 86
80 89 84
86 63 65
68 70 78
73 81 66
83 73 85
70 75 69
79 81 69
66 71 83
79 88 64
64 87 65
73 62 68
78 67 89
77 67 76
72 66 89
63 78 62
71 75 70
87 82 90
63 81 71
86 67 82
67 86 72
63 86 78
80 83 87
82 72 78
64 81 68
79 71 72
75 82 69
84 74 65
88 65 79
84 79 68
73 76 86
62 82 71
84 79 67
73 67 67
79 86 64
86 77 60
74 88 67
65 61 63
83 76 81
89 78 88
74 73 80
79 75 84
88 62 76
65 73 73
64 60 65
90 64 67
64 71 86
74 80 69
86 62 88
76 61 66
68 88 66
88 88 76
72 68 88
71 89 85
79 71 78
73 75 69
81 63 76
61 86 69
65 81 70
66 61 81
77 71 84
75 65 73
86 64 90
69 74 90
77 72 64
81 89 89
89 69 65
78 72 90
79 84 87
60 77 78
73 66 69
64 79 73
74 67 78
71 85 86
77 78 60
67 84 69
88 79 89
72 87 64
72 77 88
78 76 75
83 83 77
77 83 79
66 86 78
88 79 64
67 81 90
80 63 81
74 61 86
63 83 65
60 64 69
82 73 81
73 88 87
71 81 90
71 73 74
65 75 90
71 65 66
68 84 63
79 90 70
65 68 62
73 84 64
86 81 63
67 72 71
85 79 74
68 79 83
89 88 82
73 67 86
67 89 73
84 85 82
73 68 71
60 85 82
61 79 65
75 67 63
74 74 61
78 72 71
90 60 67
73 60 67
63 72 61
67 77 72
82 79 64
67 68 66
85 67 79
65 78 72
68 68 82
60 85 66
65 61 60
67 80 61
86 69 69
65 63 68
71 76 81
74 85 76
61 79 72
78 82 68
87 83 68
74 87 61
78 84 86
86 64 63
86 84 79
75 84 74
78 89 85
77 77 86
65 84 67
83 72 73
74 86 61
60 65 79
81 74 81
70 81 88
70 62 67
85 85 74
63 74 70
87 74 84
65 65 71
66 81 69
61 80 71
65 76 65
79 65 64
90 84 90
78 79 86
76 64 88
79 88 82
80 60 84
73 77 78
90 66 82
88 74 62
74 65 72
72 61 67
60 85 86
65 67 88
60 80 71
78 72 83
60 63 78
70 75 63
64 66 90
89 67 82
70 71 70
73 79 79
89 63 60
76 73 87
87 64 77
73 62 79
69 71 73
88 87 84
78 79 78
86 61 85
75 64 90
85 81 60
74 69 81
80 83 76
71 78 73
61 78 60
72 82 73
73 72 63
70 86 72
75 68 78
81 85 74
81 87 88
80 60 68
83 76 89
69 88 69
80 70 60
90 86 79
64 67 72
88 74 82
81 61 81
60 81 76
84 88 80
67 81 86
77 74 70
75 70 83
61 62 80
68 66 76
61 87 89
74 84 74
71 68 71
86 85 77
71 75 78
64 75 69
68 63 81
89 68 77
86 62 77
82 82 67
64 61 71
83 81 69
75 74 85
67 77 75
64 82 60
60 80 83
66 79 64
85 72 63
69 71 73
68 62 83
79 73 84
85 60 72
90 69 85
62 72 79
72 77 67
65 61 67
63 65 76
61 77 65
76 87 66
86 82 85
88 64 64
76 66 81
66 74 82
69 63 77
66 67 62
73 75 63
68 78 79
87 76 81
70 62 84
73 88 70
90 66 72
79 74 74
71 72 73
89 83 85
75 78 72
67 89 80
64 67 71
90 67 65
72 87 85
65 79 61
80 64 81
77 64 63
80 77 63
86 89 89
63 65 85
67 69 73
90 85 61
89 83 72
78 65 69
64 66 72
73 73 63
73 85 77
72 79 61
88 78 70
66 89 77
85 73 88
77 87 63
89 78 70
65 84 88
66 81 90
74 76 84
62 77 84
64 82 89
83 77 80
75 85 69
85 87 75
71 87 78
60 68 75
68 82 90
84 71 69
61 71 84
65 85 63
82 90 87
88 71 78
87 88 62
77 73 64
65 69 61
88 77 70
82 61 75
69 87 67
68 62 60
76 64 71
71 84 72
72 90 74
63 85 75
87 67 90
78 77 76
89 74 89
80 73 89
60 87 73
60 90 75
68 85 68
69 64 77
64 89 61
78 84 82
63 83 70
77 75 72
64 67 68
85 74 61
83 73 70
69 70 75
63 86 69
83 87 74
87 87 70
72 73 90
87 77 71
73 62 68
65 60 80
63 79 67
79 61 64
69 88 76
66 78 61
63 77 73
75 64 80
75 64 89
74 72 71
79 81 61
62 89 67
85 75 60
72 63 62
63 85 89
81 87 77
77 70 84
87 86 90
70 87 78
60 69 63
88 72 85
81 88 66
72 90 74
86 89 86
75 71 84
77 89 76
64 85 63
70 86 71
85 61 74
62 87 90
75 66 86
83 75 64
62 75 67
70 70 90
69 67 73
87 65 86
88 90 68
82 64 87
70 80 87
80 63 65
60 86 74
90 66 80
87 67 61
90 75 70
66 86 89
90 64 65
71 70 89
61 76 71
89 83 79
85 64 78
62 89 66
90 84 84
79 82 80
83 81 78
80 87 60
85 65 70
68 80 60
69 82 70
79 67 71
78 87 77
89 63 65
85 66 83
77 75 79
81 89 84
90 63 64
73 64 89
74 60 80
65 75 61
72 83 90
77 70 78
70 64 89
70 62 73
79 81 65
68 84 82
86 78 71
72 89 79
76 88 75
89 72 76
60 72 85
72 61 76
67 73 62
60 68 80
69 60 66
80 60 80
87 85 86
67 62 76
65 77 81
74 72 73
76 70 65
63 85 68
61 78 69
65 75 86
66 73 64
85 85 70
88 75 83
76 80 80
71 88 60
76 70 90
60 74 75
82 74 87
75 70 64
80 72 74
85 64 71
67 74 90
79 80 81
67 89 69
66 83 77
89 74 88
75 79 89
62 84 73
82 77 90
66 90 63
84 79 78
75 72 89
66 90 67
89 87 63
67 62 70
82 68 69
68 84 63
76 66 61
89 65 84
78 72 75
72 71 66
79 84 79
64 69 76
65 74 64
85 81 81
86 65 69
60 65 63
84 74 74
81 76 66
68 85 65
71 90 64
77 68 75
86 67 90
86 80 87
60 85 61
67 64 68
65 78 67
67 62 80
71 70 78
68 61 83
62 68 88
81 83 65
72 85 77
72 69 68
64 62 66
61 81 70
70 86 68
66 71 74
61 61 72
86 78 69
72 90 65
81 75 90
68 73 65
73 83 83
75 89 72
74 86 63
89 77 82
90 78 87
62 75 90
88 70 67
83 78 63
83 86 83
78 83 60
82 66 83
74 82 83
90 63 85
67 63 72
82 90 77
69 64 83
78 64 76
75 60 77
66 86 81
87 80 65
76 67 62
77 68 75
78 65 76
86 78 90
90 62 73
88 70 77
89 89 87
82 79 76
65 68 69
64 61 90
60 72 60
88 66 61
68 83 63
88 76 76
89 68 84
74 90 65
67 75 81
80 75 83
85 72 90
75 74 70
62 69 62
82 84 85
85 63 71
85 73 61
71 74 80
66 68 77
71 68 62
66 85 89
75 76 81
72 74 90
64 83 80
60 74 77
72 87 82
62 68 77
62 88 78
71 80 86
82 64 87
85 86 83
72 88 61
85 62 85
89 84 77
86 78 76
61 83 89
84 61 68
78 83 65
68 63 88
74 90 77
80 74 67
73 64 69
78 75 78
76 72 77
72 76 70
85 81 65
89 84 80
82 72 72
62 65 82
70 85 71
80 87 60
65 87 85
65 67 65
85 78 72
85 75 66
72 86 88
60 64 72
80 75 68
87 90 78
63 85 78
86 62 74
64 88 61
63 78 89
62 67 89
85 74 72
83 65 83
72 61 81
88 87 87
64 73 66
90 85 67
78 80 90
85 85 67
78 90 63
68 87 74
71 77 78
76 76 90
79 84 68
64 90 88
90 63 73
72 85 83
75 78 88
67 86 84
66 65 77
71 75 83
90 87 67
84 65 86
68 65 75
75 73 61
74 85 72
68 87 78
67 61 78
68 62 88
64 78 86
79 79 65
87 76 73
78 86 61
84 74 81
90 84 79
63 75 62
63 61 83
61 81 75
61 78 80
78 60 80
90 79 88
87 83 86
74 79 67
78 75 80
72 70 87
63 62 90
72 87 88
80 73 74
63 75 78
73 82 68
67 84 89
88 76 83
90 90 65
71 65 70
82 62 75
70 73 85
66 61 72
69 60 73
71 82 75
67 70 87
84 70 67
80 79 67
63 71 75
87 79 66
69 61 86
75 63 73
79 87 83
75 82 74
67 80 72
73 60 68
82 73 66
67 62 77
89 90 75
82 78 69
62 70 83
86 72 71
73 73 75
72 73 77
77 84 76
78 83 62
77 63 72
90 86 70
82 70 81
60 61 73
78 67 88
76 66 85
63 72 82
80 84 85
82 72 64
86 87 69
87 67 64
75 70 62
89 65 76
76 66 83
66 81 61
85 86 90
85 63 81
87 69 62
76 86 88
65 68 89
76 61 86
81 75 75
88 74 82
78 86 67
86 61 60
83 85 77
85 65 66
64 84 79
87 80 88
61 90 85
86 90 71
80 77 85
81 69 77
66 87 81
79 72 67
75 67 67
80 78 78
69 72 79
86 84 60
66 88 76
78 77 62
86 81 70
87 78 60
61 87 69
60 60 61
78 75 79
73 83 64
69 88 86
76 81 86
86 79 74
87 61 63
68 72 60
79 84 78
77 83 86
63 81 86
61 90 79
64 78 68
70 84 68
70 74 66
72 66 66
72 82 75
86 62 77
62 73 87
86 64 88
81 74 77
80 74 78
62 87 71
85 86 87
84 89 85
73 80 73
90 81 63
79 61 71
82 60 84
64 68 62
77 62 60
87 63 63
86 88 84
86 60 76
83 86 77
82 84 88
85 86 60
65 70 76
75 60 85
82 69 80
64 82 67
75 60 79
66 63 60
77 73 71
64 81 80
78 81 72
86 65 72
86 86 90
86 75 76
60 69 68
66 88 87
87 84 75
82 73 74
75 87 69
64 79 73
80 87 75
90 68 79
62 85 73
68 64 68
71 80 84
87 65 66
81 63 79
72 64 88
63 82 78
70 62 73
84 73 73
80 73 81
74 68 62
78 70 74
87 90 67
87 75 62
77 77 74
65 68 69
78 90 62
68 60 83
66 70 78
76 90 90
76 87 72
81 75 70
78 85 76
74 85 88
75 73 83
80 73 72
88 68 86
72 69 79
70 86 60
64 73 89
67 86 80
86 83 76
62 66 89
82 68 88
72 72 78
76 86 80
90 84 75
81 81 63
83 84 81
71 88 70
63 73 66
84 79 66
64 75 65
64 72 65
71 83 62
62 77 66
83 84 60
76 71 67
87 66 69
68 71 63
71 85 71
80 70 79
81 67 76
60 70 81
75 83 67
80 87 60
71 62 89
78 80 69
88 89 86
63 89 62
81 78 86
80 60 76
75 75 70
80 76 83
68 71 90
89 64 63
74 71 70
73 74 89
86 60 65
82 80 88
82 68 65
72 71 82
77 76 69
78 89 78
69 83 70
71 87 75
74 90 76
88 86 73
70 74 64
80 80 83
82 65 86
64 62 88
71 60 71
86 68 74
80 68 87
70 76 67
76 61 81
90 60 76
86 88 61
87 80 89
74 66 84
75 66 73
81 76 83
73 83 75
70 88 77
86 71 77
81 71 89
77 87 68
90 66 65
84 90 85
90 75 71
72 65 79
67 74 65
89 86 88
70 66 86
65 81 67
77 62 60
86 77 64
87 73 76
66 87 85
77 67 63
62 84 71
74 60 80
69 82 61
78 86 64
84 62 87
90 85 68
64 62 60
88 62 84
81 60 70
77 84 64
64 78 76
80 82 86
77 86 66
85 85 85
71 78 90
75 77 60
81 76 84
77 70 88
73 67 67
84 77 60
71 67 89
64 64 64
78 77 72
76 79 68
71 86 79
62 79 86
77 76 79
71 63 79
61 72 87
65 89 69
87 85 62
82 87 79
90 88 86
71 71 75
76 71 61
66 64 65
83 77 85
81 73 79
63 83 67
60 75 62
88 89 61
63 69 81
73 71 80
86 80 80
74 84 77
60 61 89
90 85 71
68 80 60
86 60 64
79 83 63
60 85 62
61 73 64
75 84 76
79 80 66
71 82 87
90 74 75
72 83 77
69 86 64
73 84 64
70 65 79
71 79 63
89 71 71
70 74 67
68 81 62
66 82 80
69 66 75
75 74 69
77 69 84
83 75 87
63 84 73
87 78 61
71 71 62
88 78 73
79 77 83
89 79 83
87 75 77
73 78 61
79 85 90
64 63 87
65 86 85
85 80 62
75 81 68
89 74 72
78 67 77
89 81 62
77 60 60
72 72 90
89 81 79
76 78 79
87 79 69
89 74 78
86 63 85
75 80 75
61 63 63
86 68 87
63 62 76
79 71 62
87 74 71
78 68 86
68 78 72
62 73 65
81 84 82
85 60 72
77 76 72
73 78 84
82 60 88
89 71 85
79 62 65
80 70 64
72 83 82
69 67 67
74 76 65
70 90 90
65 90 72
64 88 68
70 89 87
78 70 71
81 79 87
74 60 73
75 77 71
64 63 84
88 60 90
74 71 66
84 82 87
64 71 90
87 63 84
74 67 77
85 75 90
68 85 62
60 72 79
82 65 79
66 79 70
81 79 67
87 61 79
88 73 81
79 83 70
79 61 68
79 65 76
75 81 79
85 85 85
68 86 65
66 65 90
87 64 70
84 88 67
71 83 69
75 67 89
61 64 82
81 75 85
72 67 61
74 60 85
79 62 60
89 90 82
65 78 62
82 75 61
62 85 89
80 66 79
69 74 71
83 68 88
61 60 80
73 89 68
70 71 61
81 80 63
75 64 67
62 71 75
81 85 63
63 66 61
86 89 77
74 69 66
81 60 89
76 60 70
64 85 83
73 62 80
68 88 65
60 69 60
84 84 80
65 65 74
84 60 80
68 60 88
79 62 85
82 83 74
82 83 82
87 61 82
89 85 64
68 87 89
62 82 67
81 79 65
63 60 68
67 70 60
85 81 80
60 69 87
86 89 71
85 86 68
78 67 88
73 61 86
87 71 77
90 74 64
70 84 78
81 61 74
67 70 69
78 70 62
88 65 81
68 60 73
61 76 73
86 82 60
64 62 63
77 88 73
90 81 77
77 73 65
80 83 90
88 81 70
70 69 66
89 60 77
68 89 69
75 86 81
79 77 71
83 86 68
88 90 73
87 75 86
81 87 68
80 77 82
80 88 70
73 66 78
74 73 90
77 63 77
70 62 74
62 80 76
88 68 69
79 66 72
75 78 63
60 81 89
70 83 72
65 68 89
71 70 84
63 65 65
88 85 89
61 89 60
73 79 67
72 68 88
63 71 69
85 69 90
90 61 70
64 82 84
75 65 75
83 72 85
82 79 61
76 90 62
60 86 69
85 72 75
62 69 79
81 68 82
78 82 61
67 70 63
69 82 62
67 81 77
79 64 71
69 77 74
79 81 71
66 66 86
72 66 90
71 83 63
76 77 73
73 78 69
84 77 61
86 73 68
76 65 80
68 60 78
83 72 85
70 79 65
88 72 64
69 73 85
70 71 68
72 64 85
89 90 88
72 78 68
62 74 74
88 90 80
83 88 73
88 76 73
82 88 61
73 82 83
78 77 61
90 78 70
83 78 65
79 90 66
63 75 65
89 84 79
86 90 88
63 78 85
69 73 87
73 73 81
77 87 76
77 75 83
80 76 70
83 81 78
82 69 88
85 73 82
84 61 82
87 81 83
89 88 87
67 85 88
80 69 88
74 77 81
76 70 70
67 76 78
68 90 73
89 83 62
84 90 61
67 75 67
81 73 83
77 72 88
71 71 78
76 79 74
89 87 62
86 67 81
90 67 75
63 77 66
84 73 60
60 71 67
90 87 77
60 60 81
86 86 62
66 80 72
68 87 73
79 84 90
77 83 84
63 78 72
73 85 84
67 80 90
89 87 89
82 70 72
75 63 60
66 82 74
81 68 78
76 81 65
67 61 81
83 62 89
67 83 66
63 81 75
63 77 67
62 72 86
71 89 80
76 86 63
87 78 75
78 62 80
66 70 60
63 75 61
83 78 89
66 78 73
70 68 69
64 85 61
75 88 88
83 71 79
78 64 77
80 64 80
77 66 66
78 80 88
80 62 86
89 70 88
72 61 74
85 67 87
85 78 90
79 68 70
65 83 71
72 89 78
63 75 90
71 88 79
87 60 64
64 74 69
69 63 82
80 66 83
74 60 90
86 88 84
82 79 85
71 76 86
67 88 85
90 74 82
67 72 62
64 75 89
83 61 90
87 74 70
83 70 66
71 68 75
70 89 84
86 87 79
64 65 86
75 81 71
74 69 69
80 72 90
89 67 89
72 66 74
79 65 64
78 65 81
82 74 85
73 67 85
76 86 65
60 71 90
72 85 66
83 76 76
65 80 65
75 78 82
68 84 88
65 90 86
68 61 68
66 85 75
76 68 81
76 77 79
63 73 85
63 89 72
68 82 66
78 68 61
80 71 86
70 77 90
65 61 61
64 64 86
72 60 63
82 75 69
77 87 84
79 72 84
66 70 68
82 73 74
71 89 74
89 83 60
73 84 74
83 73 66
72 63 67
60 64 63
63 71 78
89 76 86
66 70 88
83 66 75
68 76 65
70 63 81
80 76 65
71 62 65
77 84 75
60 76 70
78 63 70
60 62 65
80 66 63
60 80 80
69 73 64
77 77 81
77 64 76
65 61 73
60 72 69
71 66 83
80 71 83
87 62 86
76 60 74
79 90 61
86 60 88
90 60 81
77 88 64
63 69 70
83 74 85
70 77 76
81 79 67
68 70 60
69 79 81
77 74 60
87 61 69
75 90 73
61 65 89
87 86 68
69 88 63
67 90 68
64 64 87
80 76 88
73 75 78
78 71 70
78 64 78
71 79 62
76 79 76
88 66 88
81 82 64
73 75 69
81 62 85
76 62 90
88 73 62
84 63 80
81 79 86
82 70 60
90 66 87
76 64 73
62 80 79
87 60 89
63 70 77
67 66 74
76 83 85
69 77 77
84 74 71
70 82 62
90 84 67
66 73 78
68 68 82
65 77 80
79 64 74
66 82 75
66 67 73
80 76 63
84 90 64
74 67 61
76 85 61
71 77 62
74 76 68
69 81 87
81 73 80
64 68 86
68 65 81
62 74 70
84 74 89
61 66 62
74 89 89
60 70 70
65 67 61
90 85 81
60 85 66
66 81 60
83 62 76
79 68 83
82 83 63
74 67 77
84 63 87
87 61 87
66 88 69
88 79 62
69 78 79
78 67 69
86 75 81
79 86 65
82 74 62
87 81 83
79 73 73
87 78 65
85 74 84
67 65 81
68 64 74
77 87 71
86 82 80
64 86 78
82 63 61
61 77 84
88 61 84
72 60 72
63 61 84
61 72 76
60 76 87
70 60 71
82 63 90
70 71 87
82 83 75
74 80 88
80 79 73
63 72 79
71 75 80
75 78 64
65 63 73
60 89 89
69 61 63
77 69 74
65 66 67
84 64 61
75 85 61
82 66 67
78 63 90
74 64 84
66 64 84
